"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"CH","2024-03-30","85","-1.2","5.77","Siani, Michael",672279,669165,"field_out","hit_into_play",,,,,7,"Michael Siani lines out to right fielder Jason Heyward.","R","L","R","LAD","STL","X",9,"line_drive",0,1,2024,"-1.06","0.41","-0.53","1.74",,,,0,9,"Top",182.73,112.66,,,669257,,,3.679485135078312,-123.7635571789386,-3.9912386549910854,-11.61746998577923,22.625327278377235,-27.405584908600325,"3.38","1.55",340,"93.1",24,"85.2",1386,"6.2",746168,669165,669257,518692,666158,571970,605141,606192,681546,518792,"54.28",0.146,0.179,"0",1,0,0,3,69,2,"Changeup",3,5,5,3,5,3,5,3,"Standard","Standard",254,"0.007","-0.191",,
"SL","2024-03-30","84.8","-2.63","6.11","Moncada, Yoán",660162,656412,"field_out","hit_into_play",,,,,8,"Yoán Moncada lines out sharply to center fielder Parker Meadows.","R","L","R","CWS","DET","X",8,"line_drive",3,2,2024,"0.19","-0.18","0.09","1.68",,,,1,5,"Bot",109.69,64.76,,,608348,,,5.953633757469311,-123.32121407233535,-3.658802406760925,0.8153520463814261,24.311393402523148,-33.469297913132564,"3.31","1.47",335,"101.8",18,"84.5",2718,"6.1",746818,656412,608348,679529,690993,656716,595879,592192,678009,682985,"54.42",0.434,0.487,"0",1,0,0,5,44,6,"Slider",6,4,6,4,4,6,6,4,"Infield shade","Standard",59,"-0.011","-0.215",,
"FC","2024-03-30","79.1","-2.22","5.75","Triolo, Jared",669707,664350,"double","hit_into_play",,,,,4,"Jared Triolo doubles (1) on a sharp fly ball to left fielder Nick Gordon.   Oneil Cruz to 3rd.","R","R","R","MIA","PIT","X",7,"fly_ball",1,1,2024,"0.69","-0.31","-0.67","2.6",,,665833,1,5,"Top",68.66,55.41,,,542194,,,2.0982992767565554,-115.19768016705994,0.5250134396339876,5.741734185991034,22.36101239795942,-35.2455471004736,"3.63","1.69",380,"101.3",25,"79.7",2080,"6.8",746087,664350,542194,605137,650333,669394,641313,624503,665862,660821,"53.75",0.614,1.021,"1.25",1,1,1,6,41,3,"Cutter",2,3,3,2,3,2,3,2,"Standard","Standard",100,"-0.089","0.976",,
"FF","2024-03-30","90","0.68","6.19","Swanson, Dansby",621020,674003,"home_run","hit_into_play",,,,,5,"Dansby Swanson homers (1) on a line drive to left center field.   Christopher Morel scores.","R","R","L","TEX","CHC","X",,"line_drive",2,1,2024,"0.39","1.4","0.18","2.46",,,666624,0,2,"Top",66.08,53.5,,,641680,,,-2.103720646118284,-130.89738651353707,-6.289189123041524,4.923333118759916,29.34264635441248,-14.990208363459454,"3.47","1.64",389,"107.7",22,"91",2038,"7.1",745037,674003,641680,665120,543760,673962,608369,694497,665750,666969,"53.45",0.937,1.658,"2",1,0,3,6,10,4,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Standard","Standard",155,"-0.168","1.505",,
"CH","2024-03-30","89.9","-2.31","5.77","Santander, Anthony",623993,670871,"home_run","hit_into_play",,,,,14,"Anthony Santander homers (2) on a fly ball to right center field.    Gunnar Henderson scores.    Adley Rutschman scores.","R","L","R","BAL","LAA","X",,"fly_ball",2,1,2024,"-1.43","0.17","0.34","0.99",683002,,668939,0,6,"Bot",196.72,72.09,,,681351,,,9.624368076342115,-130.481169878436,-6.189552550911743,-18.46174083588311,28.911696933774717,-29.00547769896975,"3.37","1.61",359,"98",32,"89.9",2143,"6.5",747063,670871,681351,694384,592273,543685,687263,621493,545361,543305,"53.95",0.314,0.604,"2",1,0,3,5,52,4,"Changeup",9,1,9,1,1,12,12,1,"Infield shade","Standard",242,"0.001","1.654",,
"CH","2024-03-30","84.8","1.46","4.77","Fry, David",681807,676664,"field_out","hit_into_play",,,,,6,"David Fry flies out to center fielder JJ Bleday.","R","R","L","OAK","CLE","X",8,"fly_ball",1,1,2024,"1.69","0.76","0.54","2.53",,,,0,2,"Top",99.78,52.21,,,668832,,,-5.521976330534036,-123.25852961259238,-0.33506432801521374,18.353111795653817,26.71566033347126,-24.659986095878512,"3.35","1.57",369,"95.2",30,"84.3",1546,"6.3",745684,676664,668832,676116,680869,605204,669397,664913,668709,671732,"54.24",0.226,0.333,"0",1,0,0,5,8,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",103,"0.023","-0.214",,
"SI","2024-03-30","99.5","2.34","5.9","Olson, Matt",621566,642397,"field_out","hit_into_play",,,,,2,"Matt Olson flies out to center fielder Johan Rojas.","R","L","L","PHI","ATL","X",8,"fly_ball",2,2,2024,"1.76","0.77","0.27","3.19",,663586,,1,8,"Top",97.26,77.72,,,592663,,,-9.885201604111304,-144.65866474941578,-3.8740393260416868,27.00258986863038,32.15474144783249,-20.661341996098813,"3.53","1.66",310,"88.5",31,"100.2",2402,"6.6",745599,642397,592663,664761,681082,624641,607208,593160,679032,592206,"53.86",0.08,0.096,"0",1,0,0,3,70,8,"Sinker",4,11,11,4,11,4,11,4,"Standard","Standard",135,"0","-0.255",,
"FF","2024-03-30","95.1","-1.21","6.02","Vogelbach, Daniel",596129,592094,"field_out","hit_into_play",,,,,2,"Daniel Vogelbach lines out to center fielder Jose Siri.","R","L","R","TB","TOR","X",8,"line_drive",1,2,2024,"-0.48","1.81","-0.06","3.35",,,,2,8,"Top",111.31,69.13,,,650907,,,4.124090864349323,-138.29242227886508,-5.42155993685926,-7.0577683104924285,33.207814689112865,-8.015226466974646,"3.26","1.56",325,"89.2",25,"95.8",2733,"6.9",745119,592094,650907,650490,678554,670623,676609,668227,642350,642708,"53.6",0.094,0.087,"0",1,0,0,3,64,4,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",214,"0.006","-0.067",,
"ST","2024-03-30","78.3","-2.85","4.78","McGuire, Reese",624512,663423,"double","hit_into_play",,,,,5,"Reese McGuire doubles (1) on a sharp line drive to right fielder Mitch Haniger.","R","L","R","SEA","BOS","X",9,"line_drive",3,2,2024,"1.58","0.11","-0.2","2.58",,,,2,10,"Top",222.87,96.38,,,663728,,,2.792563448744004,-113.89203910072177,2.0145008106656612,13.066450717738686,23.48477764460779,-31.91633143320658,"3.42","1.7",321,"102.9",18,"78.2",2853,"6.5",745278,663423,663728,664034,668942,649966,641487,670042,677594,571745,"53.98",0.48,0.57,"1.25",1,1,1,5,69,6,"Sweeper",1,2,2,1,2,1,2,1,"Infield shade","Standard",67,"-0.031","0.208",,
"FF","2024-03-30","93.6","-1.96","5.54","Sheets, Gavin",657757,571946,"field_out","hit_into_play",,,,,6,"Gavin Sheets flies out to center fielder Parker Meadows.","R","L","R","CWS","DET","X",8,"fly_ball",1,0,2024,"-0.98","1.43","0.3","2.74",,673357,,1,10,"Bot",124.01,58.29,,,608348,,,8.117094418241173,-135.9418287546107,-4.613546722395412,-14.063073754442208,33.14026061124265,-13.653211156258166,"3.39","1.67",349,"95.5",30,"94.2",2420,"7",746818,571946,608348,679529,690993,656716,595879,592192,678009,682985,"53.5",0.226,0.333,"0",1,0,0,5,86,2,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",213,"-0.136","-0.362",,
"SI","2024-03-30","93","-1.66","5.74","Heyward, Jason",518792,552640,"field_out","hit_into_play",,,,,5,"Jason Heyward flies out to center fielder Victor Scott II.","R","L","R","LAD","STL","X",8,"fly_ball",0,1,2024,"-1.16","0.73","0.22","2.32",,,,2,8,"Bot",141.17,69.59,,,671056,,,7.350589196812665,-135.2382537623628,-4.618753755159061,-15.767569863857096,26.75877752655998,-22.405674499594785,"3.57","1.71",322,"96.6",43,"93.5",2250,"6.4",746168,552640,671056,502671,669357,571448,543063,680977,687363,672279,"54.11",0.046,0.09,"0",1,0,0,3,68,2,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",219,"-0.016","-0.08",,
"FF","2024-03-30","96.3","-2.27","5.71","Ward, Taylor",621493,680570,"field_out","hit_into_play",,,,,8,"Taylor Ward flies out sharply to right fielder Anthony Santander.","R","R","R","BAL","LAA","X",9,"fly_ball",0,0,2024,"-0.76","1.38","0.18","2.18",,,545361,2,1,"Top",192.64,70.44,,,668939,,,8.378215314631218,-139.8847909177075,-7.020235178064519,-11.82244147556653,31.639287396976734,-12.618375352060351,"3.35","1.66",357,"103.3",23,"98",2202,"7.4",747063,680570,668939,663624,676059,602104,683002,669720,656775,623993,"53.14",0.769,1.249,"0",1,0,0,6,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",219,"0.022","-0.223",,
"FF","2024-03-30","95.3","-0.79","6.32","Bellinger, Cody",641355,622250,"field_out","hit_into_play",,,,,7,"Cody Bellinger lines out to center fielder Leody Taveras.","R","L","R","TEX","CHC","X",8,"line_drive",0,0,2024,"-0.53","1.49","-0.48","1.86",,,,2,6,"Top",133.04,78.19,,,641680,,,1.988505561327693,-138.4936026749609,-9.356541160076064,-7.21582977556783,31.852566334422516,-11.079970749868268,"3.78","1.8",302,"87.3",23,"94.7",2281,"6.1",745037,622250,641680,665120,543760,673962,608369,694497,665750,666969,"54.43",0.24,0.235,"0",1,0,0,3,46,1,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Infield shade","Standard",205,"0.009","-0.094",,
"FF","2024-03-30","95.5","-2.29","5.83","Shewmake, Braden",669699,676684,"field_out","hit_into_play",,,,,8,"Braden Shewmake flies out sharply to center fielder Parker Meadows.","R","L","R","CWS","DET","X",8,"fly_ball",0,1,2024,"-1.17","1.56","0.15","2.12",,,607680,1,8,"Bot",135.79,68.53,,,608348,,,9.05483125445177,-138.47766554331258,-7.537565078325238,-17.208250531124563,33.867926659551124,-10.593308073725808,"3.49","1.6",325,"100.7",37,"94.8",2221,"6.3",746818,676684,608348,679529,690993,656716,595879,592192,678009,682985,"54.23",0.286,0.57,"0",1,0,0,5,72,2,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Infield shade","Standard",221,"-0.056","-0.257",,
"FF","2024-03-30","97","-2.15","5.67","Cabrera, Oswaldo",665828,650556,"home_run","hit_into_play",,,,,12,"Oswaldo Cabrera homers (2) on a fly ball to right field.    Austin Wells scores.","R","L","R","HOU","NYY","X",,"fly_ball",1,2,2024,"-0.46","1.57","1.16","2.75",,,669224,0,7,"Top",213.66,91.99,,,605170,,,9.957288596507391,-140.73367018433652,-5.848320632864295,-8.558435104700031,34.66269560368247,-10.138710316121147,"3.21","1.51",341,"90.3",32,"97.1",2394,"6.7",746410,650556,605170,547989,514888,608324,665161,670541,643289,663656,"53.78",0.04,0.064,"2",1,0,3,3,51,5,"4-Seam Fastball",3,1,1,3,3,3,3,3,"Infield shade","Standard",205,"-0.265","1.655",,
"SL","2024-03-30","85.6","-1.61","5.32","Pauley, Graham",688363,666808,"home_run","hit_into_play",,,,,9,"Graham Pauley homers (1) on a fly ball to right field.    Jackson Merrill scores.    José Azocar scores.","R","L","R","SD","SF","X",,"fly_ball",3,2,2024,"0.25","-0.08","0.45","1.88",,701538,640492,1,9,"Bot",232.12,98.35,,,608596,,,4.363031282869335,-124.55620251827845,-1.6540525480193995,1.674046375641669,26.632218251301374,-32.894239200689896,"3.41","1.56",352,"96.5",34,"85.6",2543,"6.4",745436,666808,608596,527038,642731,656305,605113,624424,808982,596103,"54.07",0.146,0.252,"2",1,0,3,3,78,6,"Slider",3,9,3,9,9,6,6,9,"Standard","Standard",76,"0.011","2.208",,
"FF","2024-03-30","91.5","-0.25","6.05","Volpe, Anthony",683011,519151,"home_run","hit_into_play",,,,,4,"Anthony Volpe homers (1) on a fly ball to left center field.","R","R","R","HOU","NYY","X",,"fly_ball",3,1,2024,"0.01","1.46","-0.52","2.43",,,,2,8,"Top",63.31,60.92,,,605170,,,-0.7075886753801499,-133.11348669090148,-6.35825519287398,0.31684341513483605,30.730580582926002,-13.700937411230285,"3.3","1.64",375,"96.9",32,"91.3",2373,"6.4",746410,519151,605170,547989,514888,608324,665161,670541,643289,663656,"54.14",0.28,0.499,"2",1,0,3,5,61,5,"4-Seam Fastball",3,4,4,3,5,3,5,3,"Standard","Standard",199,"-0.135","0.937",,
"FF","2024-03-30","92.9","-4.46","4.23","Langford, Wyatt",694671,621016,"field_out","hit_into_play",,,,,4,"Wyatt Langford flies out sharply to center fielder Cody Bellinger.","R","R","R","TEX","CHC","X",8,"fly_ball",0,0,2024,"-1.16","0.43","-0.63","2.75",,,,1,5,"Bot",103.78,47.32,,,543228,,,12.325851559566159,-134.79434503472405,1.0820270175188016,-16.764073753681405,28.6498025287834,-27.364170139921832,"3.41","1.56",379,"101",34,"92.8",2429,"6.3",745037,621016,543228,683737,663538,666624,621020,664023,641355,673548,"54.15",0.409,0.851,"0",1,0,0,6,42,1,"4-Seam Fastball",5,2,5,2,2,5,5,2,"Standard","Standard",246,"-0.007","-0.163",,
"SI","2024-03-30","90.7","-2.04","5.34","Hernaiz, Darell",687231,595881,"field_out","hit_into_play",,,,,5,"Darell Hernaiz flies out to right fielder Will Brennan.","R","R","R","OAK","CLE","X",9,"fly_ball",1,0,2024,"-1.47","0.23","-0.14","2.46",,,,2,8,"Bot",218.3,108.17,,,595978,,,7.878696197617287,-131.7922650490502,-1.6852123353531736,-18.87126012375482,32.02590959088353,-29.33690951726282,"3.32","1.51",319,"91.4",31,"90.1",1749,"6.3",745684,595881,595978,681807,665926,672356,677587,680757,671289,686823,"54.16",0.071,0.117,"0",1,0,0,3,79,2,"Sinker",3,10,3,10,10,3,3,10,"Standard","Standard",246,"0","-0.109",,
"FF","2024-03-30","96.5","-0.65","6.25","Suzuki, Seiya",673548,622250,"field_out","hit_into_play",,,,,5,"Seiya Suzuki flies out sharply to center fielder Leody Taveras.","R","R","R","TEX","CHC","X",8,"fly_ball",2,2,2024,"-0.52","1.5","-0.2","2.17",,,,1,6,"Top",133.43,42.38,,,641680,,,2.360004719322302,-140.28225279349817,-8.644291461332593,-7.403360419924304,32.77883094328283,-10.543138652639596,"3.09","1.41",387,"103.9",35,"95.9",2336,"6.1",745037,622250,641680,665120,543760,673962,608369,694497,665750,666969,"54.44",0.66,1.368,"0",1,0,0,6,45,5,"4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard",208,"0.014","-0.144",,
"FF","2024-03-30","95","-1.07","5.66","Carpenter, Matt",572761,669165,"field_out","hit_into_play",,,,,4,"Matt Carpenter flies out to center fielder James Outman.","R","L","R","LAD","STL","X",8,"fly_ball",3,2,2024,"-0.89","1.37","-0.63","2.39",,,,1,8,"Top",131.04,91.38,,,669257,,,3.1480606687240775,-138.23280446168965,-5.979230865838343,-12.131359302978202,30.78013758203886,-13.440508028747498,"3.57","1.74",373,"99.4",33,"94.8",2168,"6.2",746168,669165,669257,518692,666158,571970,605141,606192,681546,518792,"54.3",0.349,0.654,"0",1,0,0,5,64,6,"4-Seam Fastball",3,5,5,3,5,3,5,3,"Infield shade","Standard",216,"0.009","-0.215",,
"FF","2024-03-30","94.1","-2.37","5.45","Ruiz, Keibert",660688,608371,"home_run","hit_into_play",,,,,2,"Keibert Ruiz homers (1) on a fly ball to right field.","R","L","R","CIN","WSH","X",,"fly_ball",1,1,2024,"-0.75","1.08","0.23","3.1",,,,1,8,"Top",238.11,93.29,,,571912,,,8.34872885084273,-136.94240073463556,-2.828198087014763,-11.196524758899994,28.194945670627828,-18.108320785385597,"3.46","1.6",397,"106.8",37,"93.9",2662,"6",746736,608371,571912,687952,669289,600869,682829,668715,656413,666181,"54.47",0.769,1.56,"2",1,0,3,6,60,3,"4-Seam Fastball",4,3,3,4,4,4,4,4,"Infield shade","Standard",212,"-0.261","1.004",,
"SL","2024-03-30","88.2","-2.79","6.55","Isbel, Kyle",664728,660896,"field_out","hit_into_play",,,,,8,"Kyle Isbel flies out to center fielder Byron Buxton.","R","L","R","KC","MIN","X",8,"fly_ball",2,2,2024,"0.32","0.15","-0.23","1.51",,,,2,7,"Bot",122.91,78.53,,,543877,,,5.530754383566795,-128.28766229628394,-6.461195855161332,2.3934359847974243,25.548628739963455,-29.420894773668156,"3.36","1.59",300,"83.9",30,"87.9",2427,"6",746333,660896,543877,467793,666397,650489,621043,668885,621439,666135,"54.47",0.051,0.049,"0",1,0,0,3,55,5,"Slider",1,0,1,0,0,1,1,0,"Infield shade","Standard",136,"-0.009","-0.083",,
"FF","2024-03-30","96.1","-2.13","6.02","Benson, Will",666181,607179,"field_out","hit_into_play",,,,,4,"Will Benson flies out sharply to left fielder Jesse Winker.","R","L","R","CIN","WSH","X",7,"fly_ball",1,0,2024,"-0.74","1.26","-0.37","2.78",,,,2,7,"Bot",71.54,64.98,,,660688,,,6.354451207419207,-139.75141158234666,-5.858196130508771,-11.102504566625452,31.895330957483985,-14.54007680316711,"3.71","1.79",358,"101.2",41,"96.5",2137,"6.6",746736,607179,660688,608336,671277,702358,682928,608385,592696,657041,"53.93",0.151,0.273,"0",1,0,0,3,58,2,"4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard",218,"-0.009","-0.109",,
"FF","2024-03-30","95.5","-1.31","6.15","Flores, Wilmer",527038,666745,"field_out","hit_into_play",,,,,2,"Wilmer Flores flies out to center fielder Jackson Merrill.","R","R","R","SD","SF","X",8,"fly_ball",1,1,2024,"-1.05","1.03","0.2","2.69",,,,2,6,"Top",123.38,50.78,,,543309,,,6.325622639002556,-138.8560818605183,-5.817729603550086,-14.937551090986435,30.795833069869737,-17.666351096158518,"3.17","1.56",385,"100",26,"95.6",2122,"6.3",745436,666745,543309,630105,593428,642180,673490,595777,701538,665487,"54.16",0.514,0.863,"0",1,0,0,6,43,3,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",227,"0.005","-0.091",,
"FF","2024-03-30","92.6","-2.54","6.3","Benintendi, Andrew",643217,656412,"field_out","hit_into_play",,,,,2,"Andrew Benintendi flies out to left fielder Mark Canha.","R","L","R","CWS","DET","X",7,"fly_ball",0,2,2024,"-0.62","1.2","-0.07","2.81",,,,0,5,"Bot",65.65,89.01,,,608348,,,7.677312123876974,-134.7111954236623,-5.828304503480285,-9.041905035840463,25.23676917679462,-16.44855201460827,"3.27","1.51",312,"89.9",35,"93.5",2442,"6.5",746818,656412,608348,679529,690993,656716,595879,592192,678009,682985,"53.98",0.037,0.047,"0",1,0,0,3,43,3,"4-Seam Fastball",6,4,6,4,4,6,6,4,"Strategic","Standard",216,"-0.014","-0.144",,
"SL","2024-03-30","88.9","-1.53","6.01","Kwan, Steven",680757,547184,"home_run","hit_into_play",,,,,9,"Steven Kwan homers (1) on a fly ball to right center field.","R","L","R","OAK","CLE","X",,"fly_ball",0,1,2024,"0.67","0.12","0.47","1.96",,,,2,7,"Top",206.28,46.71,,,668832,,,3.4620872633166875,-129.21677518510552,-3.927603281442313,6.420093182930144,33.612543227277044,-30.115788752852744,"3.23","1.46",424,"102.5",29,"87.3",2782,"5.9",745684,547184,668832,676116,680869,605204,669397,664913,668709,671732,"54.62",0.803,1.582,"2",1,0,3,6,66,2,"Slider",3,9,9,3,10,3,10,3,"Infield shade","Standard",108,"-0.008","1.013",,
"SL","2024-03-30","82.2","0.81","6.31","Burger, Jake",669394,669796,"field_out","hit_into_play",,,,,4,"Jake Burger flies out to left fielder Jack Suwinski.","R","R","L","MIA","PIT","X",7,"fly_ball",0,0,2024,"-0.07","-0.01","-0.62","2.44",,,,2,8,"Bot",75.23,80.42,,,680779,,,-3.1082815971526494,-119.69144611024522,-2.15100856380709,-0.0074289085336360205,25.53333720432572,-32.090945029162725,"3.28","1.55",319,"91.2",35,"81.7",2095,"6.1",746087,669796,680779,642133,669707,663647,665833,669261,572191,668804,"54.36",0.043,0.059,"0",1,0,0,3,76,1,"Slider",3,9,3,9,9,3,3,9,"Standard","Standard",350,"-0.001","-0.094",,
"CH","2024-03-30","87.6","-2.58","5.77","Fletcher, Dominic",666150,676684,"field_out","hit_into_play",,,,,8,"Dominic Fletcher flies out to center fielder Parker Meadows.","R","L","R","CWS","DET","X",8,"fly_ball",2,1,2024,"-1.25","0.77","-0.04","1.43",,,607680,0,8,"Bot",139.78,72.98,,,608348,,,8.719247058317709,-127.2471096092912,-5.961119737426371,-15.354008432330843,24.873458275567685,-22.715280911800715,"3.06","1.44",358,"97.1",31,"87.7",1699,"6.3",746818,676684,608348,679529,690993,656716,595879,592192,678009,682985,"54.16",0.32,0.542,"0",1,0,0,5,71,4,"Changeup",6,6,6,6,6,6,6,6,"Standard","Standard",241,"-0.063","-0.432",,
"SI","2024-03-30","99.9","-0.42","6.03","Alonso, Pete",624413,682842,"home_run","hit_into_play",,,,,3,"Pete Alonso homers (1) on a line drive to left center field.","R","R","R","NYM","MIL","X",,"line_drive",2,2,2024,"-1.06","0.49","0.71","2.92",,,,1,9,"Bot",54.11,50.84,,,661388,,,5.648056794666651,-145.35807086996076,-4.37526930653212,-16.32544398227214,34.82647649137795,-24.343186919601237,"3.39","1.6",406,"113.8",18,"100.6",2353,"6.7",745850,682842,661388,641343,668930,687401,642715,592885,686217,694192,"53.8",0.869,1.317,"2",1,0,3,6,84,6,"Sinker",5,7,5,7,7,6,6,7,"Standard","Standard",201,"0.065","1.019",,
"SL","2024-03-30","83.1","2.96","5.86","Triolo, Jared",669707,677053,"field_out","hit_into_play",,,,,13,"Jared Triolo flies out to left fielder Nick Gordon.","R","R","L","MIA","PIT","X",7,"fly_ball",1,1,2024,"-1.2","0.59","-0.56","1.45",,,665833,1,7,"Top",72.6,80.67,,,542194,,,-5.754603845812579,-120.75808349311129,-4.704337185885112,-10.306522463310255,27.35661945906802,-25.61896654623079,"3.63","1.69",320,"87.9",38,"83.4",2432,"6.9",746087,677053,542194,605137,650333,669394,641313,624503,665862,660821,"53.59",0.017,0.025,"0",1,0,0,3,59,3,"Slider",3,5,5,3,5,3,5,3,"Standard","Standard",289,"0.019","-0.287",,
"FF","2024-03-30","96.7","0.78","6.53","Lux, Gavin",666158,669461,"field_out","hit_into_play",,,,,5,"Gavin Lux flies out to center fielder Victor Scott II.","R","L","L","LAD","STL","X",8,"fly_ball",3,2,2024,"0.62","1.23","-0.1","2.41",,,,0,5,"Bot",122.41,47.77,,,671056,,,-3.7545154225181374,-140.7253415547292,-8.299764451658907,9.095453538668172,26.557739864429912,-14.281713704290064,"3.35","1.63",374,"97.2",25,"97.3",2139,"6.2",746168,669461,671056,502671,669357,571448,543063,680977,687363,676475,"54.28",0.283,0.45,"0",1,0,0,5,35,8,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",151,"-0.029","-0.297",,
"FF","2024-03-30","93.2","0.89","6.4","Chisholm Jr., Jazz",665862,669796,"field_out","hit_into_play",,,,,9,"Jazz Chisholm Jr.  lines out sharply to right fielder Bryan Reynolds.","R","L","L","MIA","PIT","X",9,"line_drive",1,1,2024,"0.98","1.41","0.74","2.3",,,,1,8,"Bot",196.44,97.53,,,680779,,,-2.526876276938548,-135.36642903360976,-7.698778114301031,12.605078842910345,34.04166892523055,-13.317724042412186,"3.64","1.7",304,"101.7",22,"91.9",2093,"5.9",746087,669796,680779,642133,669707,663647,665833,669261,572191,668804,"54.55",0.571,0.772,"0",1,0,0,6,75,3,"4-Seam Fastball",3,9,3,9,9,3,3,9,"Standard","Standard",158,"-0.002","-0.159",,
"FC","2024-03-30","88","-0.98","6.13","Polanco, Jorge",593871,676710,"field_out","hit_into_play",,,,,14,"Jorge Polanco flies out to center fielder Ceddanne Rafaela.","R","L","R","SEA","BOS","X",8,"fly_ball",0,0,2024,"0.3","0.49","0.92","1.88",,641487,,1,1,"Bot",114.65,58.51,,,657136,,,3.9936543488230503,-128.19216852046432,-5.270697603624608,2.5601337939462994,23.977097091025627,-25.93187459601592,"3.35","1.65",349,"97.9",38,"88",2370,"6",745278,676710,657136,671213,665839,622569,596115,680776,678882,677800,"54.48",0.14,0.294,"0",1,0,0,3,6,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",187,"-0.033","-0.331",,
"SL","2024-03-30","80.1","1.45","4.6","Ramírez, José",608070,676664,"field_out","hit_into_play",,,,,5,"José Ramírez flies out sharply to center fielder JJ Bleday.","R","R","L","OAK","CLE","X",8,"fly_ball",1,2,2024,"-0.68","0.51","0.17","2.55",,,,1,1,"Top",102.8,39.19,,,668832,,,-1.5495502907987315,-116.60279345200348,1.3109751602233493,-5.754670204437635,25.800481249711282,-28.10915122083027,"3.35","1.53",397,"100",28,"79.7",2550,"6.4",745684,676664,668832,676116,680869,605204,669397,664913,668709,671732,"54.09",0.597,1.111,"0",1,0,0,6,2,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",284,"0.015","-0.12",,
"FF","2024-03-30","94.3","-2.34","5.78","Greene, Riley",682985,608678,"home_run","hit_into_play",,,,,6,"Riley Greene homers (1) on a fly ball to center field.","R","L","R","CWS","DET","X",,"fly_ball",3,2,2024,"-0.6","1.57","0.39","2.84",,,,0,7,"Top",91.26,42.78,,,455117,,,8.53424090792124,-137.02938400371613,-5.511756948126779,-9.46880017670499,29.681931500494866,-11.304154306413377,"3.65","1.76",396,"104.5",31,"95.6",2315,"7.1",746818,608678,455117,683734,670032,660162,669699,643217,673357,666150,"53.44",0.846,1.646,"2",1,0,3,6,56,7,"4-Seam Fastball",6,4,4,6,5,6,5,6,"Standard","Strategic",212,"-0.124","0.929",,
"SI","2024-03-30","90.1","-1.12","5.4","Alvarez, Yordan",670541,573186,"field_out","hit_into_play",,,,,2,"Yordan Alvarez flies out to left fielder Alex Verdugo.","R","L","R","HOU","NYY","X",7,"fly_ball",1,0,2024,"-0.83","0.05","-0.1","3.09",,,,1,1,"Bot",47.19,101.56,,,669224,,,4.224021650487336,-131.28414530665026,0.05256808075281616,-10.44394340229787,25.985789701888198,-31.797459919318186,"3.53","1.75",309,"96",42,"89.3",2122,"5.6",746410,573186,669224,519203,650402,665828,683011,657077,663757,665742,"54.92",0.04,0.083,"0",1,0,0,3,6,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",228,"-0.016","-0.188",,
"SI","2024-03-30","90.8","2.02","5.43","Story, Trevor",596115,642048,"field_out","hit_into_play",,,,,6,"Trevor Story flies out to right fielder Mitch Haniger.","R","R","L","SEA","BOS","X",9,"fly_ball",1,0,2024,"1.55","0.35","0.47","2.84",641933,,807799,2,10,"Top",182.48,90.43,,,663728,,,-7.229841609266171,-132.00820478579251,-1.2758159851540811,19.71436053391477,29.201066714425405,-28.059617592326514,"3.49","1.64",303,"92.7",40,"90.9",2218,"6.5",745278,642048,663728,664034,668942,649966,641487,670042,677594,571745,"53.99",0.014,0.03,"0",1,0,0,3,72,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",120,"0.006","-0.53",,
